-8.6808	10.27
15.847	0.53957
-0.76834	14.127
9.0444	-14.139
-9.2733	-7.2933
-6.0884	2.1662
-3.9012	13.378
-5.3631	12.769
-9.8973	-6.453
0.28387	7.9371
8.7655	-4.5521
1.3683	-10.365
5.1493	13.821
-4.3615	13.436
-3.1689	-10.54
8.7949	-4.4615
-1.0859	7.7114
13.085	8.338
-12.305	2.8145
14.964	-6.6189
-0.60815	8.0742
-0.86208	14.157
7.3121	13.079
15.947	-0.72548
9.9148	-0.91378
-0.65326	-10.929
15.386	-4.9116
7.7834	-6.2102
16.124	0.31889
-3.8153	-10.235
-11.115	-4.3698
14.342	6.2792
4.4464	7.3438
2.0131	-10.544
-2.717	7.3974
2.4426	-10.485
15.647	2.1473
7.7635	12.752
2.823	-3.0076
11.089	10.892
6.5305	13.278
15.569	-5.083
-6.0415	2.8164
6.5848	6.0375
15.639	-4.9123
14.531	5.9116
14.92	5.2246
-4.1417	13.464
5.9285	13.613
15.927	-0.92231
-11.224	-3.5721
15.545	2.7399
11.349	10.498
12.824	9.047
14.677	-7.461
-5.8572	2.4275
-1.1681	-10.535
3.1953	-9.9173
15.787	-0.6742
8.1129	4.2315
15.266	3.6327
-5.8295	0.59479
-5.9036	12.31
-1.2191	-10.946
12.99	-9.8684
-6.8019	11.868
-3.7483	13.268
14.121	6.5583
8.3646	3.8744
-6.8357	-8.8745
9.4915	-2.9037
8.9085	3.7525
9.3245	-13.618
-10.458	7.8842
-4.7784	-9.9181
3.6165	7.6052
-9.1003	-7.302
0.72984	-10.834
1.5414	8.1775
1.2817	-10.727
15.174	-6.1159
6.591	13.35
11.348	-11.89
-5.0759	4.6291
4.6547	7.3934
-1.3544	14.388
10.726	11.037
14.452	-8.2192
4.5239	13.954
-6.0365	0.011213
-1.5221	-4.7122
-11.303	5.8546
0.60245	14.162
-0.77114	14.462
9.0736	-3.7587
-0.92376	14.461
7.01	13.19
-9.5528	-6.4158
11.931	9.707
-0.58398	14.305
9.0277	12.256
-12.197	1.4382
-5.915	-0.67596
7.9638	12.77
5.285	14.051
-8.9977	9.7291
12.966	-10.343
14.244	-7.8536
-2.238	14.188
1.8353	-3.9423
15.606	-2.9628
-0.80138	-4.6695
13.343	8.075
-10.682	-5.307
11.202	-12.548
-2.7334	-10.661
15.575	3.0675
-7.3928	-8.802
6.5913	-15.397
13.336	-9.3636
9.9632	-13.377
-5.2465	4.9767
-11.304	-4.0682
8.5531	-5.4957
8.5008	-5.7629
0.014781	-4.4884
14.77	-7.3789
-5.7337	12.379
-10.653	7.8125
-12.564	1.8622
7.1688	-15.029
-4.5176	-2.5218
-3.3089	-3.8251
-6.5444	12.19
-10.878	6.8827
2.9761	-9.9702
-12.403	3.1009
15.578	-3.8234
15.601	1.9234
-2.1621	7.0549
8.9066	3.5223
-12.344	3.5553
-11.298	6.464
16.089	-1.8286
-2.9149	-4.0632
-5.1894	-1.8406
-10.952	-4.8917
-3.3804	6.4683
8.5761	3.5948
9.188	1.6368
-4.7517	13.351
15.785	1.2271
10.172	11.41
6.9073	-7.4751
2.8986	14.367
7.0456	-15.379
2.8513	14.404
13.856	-8.8511
-12.512	0.17702
9.5855	-0.97671
-5.6744	-9.4713
6.64	-15.567
15.01	-6.4151
14.743	-6.8748
1.4659	14.629
-1.2032	14.028
-0.34648	-10.74
9.21	11.96
-10.357	8.5412
-6.0256	1.0863
7.3213	-15.122
7.4705	-14.714
-11.77	5.6714
14.368	6.3346
4.8688	7.4461
9.0894	2.5495
-3.7505	-10.159
-11.976	4.3493
11.07	-12.468
11.085	-12.197
8.0421	4.2279
7.0039	-7.6623
12.903	-10.243
-12.298	0.9369
3.9805	-9.645
15.725	-2.1679
1.1305	14.579
-10.365	7.8845
14.951	-6.1407
15.594	2.0312
15.556	2.1328
8.0238	-5.743
