-12.287	-8.1903
-9.3435	13.983
-15.532	2.247
-1.6336	10.697
-15.459	1.523
7.0266	9.605
-11.245	12.032
-3.4172	-7.3721
7.2597	-11.213
-4.3996	9.9258
-11.652	12.075
6.2565	-11.773
-9.2527	0.384
0.7906	-7.7051
1.4033	11.456
-3.8556	-7.1382
11.586	4.4993
2.3201	5.1658
-9.3641	13.918
2.3286	-13.675
0.7708	-14.082
-2.3232	10.668
6.0082	10.066
0.9459	-13.845
8.0304	9.0729
-4.3109	9.5695
-3.293	-13.901
-15.569	-0.98794
9.0029	8.2066
5.8674	10.147
-9.1609	0.75564
-3.2746	-7.2244
10.761	-7.2518
6.8514	9.6721
11.698	-6.1867
12.754	-1.4085
-2.5774	-14.026
-15.634	2.2683
3.0688	-13.272
12.929	-0.645
-11.349	-9.2835
12.182	2.8715
10.894	6.082
-9.556	13.432
10.319	-8.4098
12.613	-3.8917
-10.229	13.217
12.651	-1.4439
1.4279	-13.813
-10.591	13.013
-8.3671	14.71
-6.3901	7.8848
11.952	-4.8888
-11.611	-8.7086
-3.5774	-13.864
-5.1388	-13.026
-9.3119	2.2452
-8.0098	14.605
-6.2257	15.803
-13.186	9.629
-15.373	0.45189
-14.911	-2.7997
-10.665	12.222
-15.223	5.2044
-3.0688	10.574
-12.915	-6.7813
-9.3147	-0.41428
-13.85	8.2772
-8.5135	-11.844
10.706	6.3091
-15.245	0.66874
0.66547	-7.4461
-1.4535	-7.7631
11.614	-6.245
-9.3015	2.7908
-15.292	0.52613
-8.355	14.633
-14.736	-3.6058
-12.863	10.025
-15.271	4.4441
3.8516	10.974
-6.3868	8.1304
-7.4784	-12.46
2.3852	-7.2593
-10.096	13.344
-11.638	11.911
-11.998	11.093
-9.3743	1.9349
8.5038	-10.607
6.3145	-2.3059
0.80727	-7.6353
4.7502	3.3272
1.5268	-13.623
4.7836	-5.3928
12.286	-4.0296
-8.131	-3.3606
-10.784	12.432
5.6605	-4.0186
5.5551	-3.8856
1.187	-7.5591
13.057	0.22044
0.31187	-7.5287
-8.9636	14.147
11.692	4.992
7.1113	-11.518
-5.7518	16.152
-15.616	2.4426
10.606	-8.2803
-1.1134	10.834
9.0985	-10.119
-14.894	-3.3104
4.825	-5.0311
11.584	5.1545
-7.0664	-12.219
9.6826	-9.0539
-7.7344	6.5881
-5.8324	8.5234
12.722	1.5896
12.47	-4.0873
-5.1843	8.9387
3.8335	4.0395
6.6662	-1.1721
-11.852	-9.1329
-10.53	-10.328
-14.42	6.6745
4.1673	-6.0557
6.6592	-0.1425
12.551	2.6624
-9.1665	14.088
-12.106	-8.5736
-1.5009	10.739
-2.8542	-13.703
-0.3878	4.9857
5.4933	-12.493
-12.555	-8.1322
6.3757	0.92574
-14.43	-3.7141
-12.368	10.784
4.7195	-13.101
12.494	-4.4964
-8.2256	-3.4737
3.5829	-13.018
-8.0255	-3.5637
-1.1546	11.217
8.1637	-10.641
6.0912	10.261
-4.3656	9.9207
-9.0609	-0.42617
3.3238	-6.4532
8.0729	-10.519
-7.9435	-3.9217
-12.878	10.499
9.9446	7.1081
-1.5392	11.045
3.5123	-6.5591
1.5545	11.175
4.6244	-5.8495
-15.674	2.4836
-13.827	-5.2244
-2.2814	-7.7008
6.0239	-3.9027
-8.3687	-11.754
-11.555	-8.6701
2.3523	-7.2703
-12.556	-7.9866
-6.5536	8.2107
-15.487	3.1798
-5.8534	-5.6864
2.829	4.5236
10.758	6.4571
0.029412	-7.4954
-8.4824	4.6739
10.719	-7.8335
-8.1429	-2.527
-6.2971	15.824
-9.6612	13.228
11.86	-6.1362
-6.193	8.6367
-15.329	-0.59276
11.473	-6.0715
6.8586	-11.568
12.29	-3.7937
-15.593	0.71288
-13.144	-7.3715
-15.618	3.037
-13.703	-5.8578
-8.9258	-0.56713
-4.0797	9.8292
-14.973	5.6372
-3.6782	10.268
-5.2683	-13.027
8.8796	8.3979
4.0069	10.811
12.523	1.4488
-11.662	11.486
-9.0993	1.0345
7.0352	-11.48
-13.113	-6.635
2.5006	-13.449
-7.8289	14.926
1.46	-13.938
-0.11997	-7.6879
7.1868	-11.25
-0.74133	11.199
12.875	-2.3866
2.4683	-13.346
-15.372	1.2561
-9.0032	-11.249
-12.167	11.514
-11.151	-9.4932
-0.89141	10.972
-7.4906	-12.414
11.109	-7.2052
1.4878	4.7967
-11.188	12.004
9.6813	-9.4149
-15.266	4.5996
-14.243	-5.2515
-0.59665	11.205
-12.933	10.36
-2.7704	-13.915
-8.9009	0.064841
8.5664	-10.653
4.4779	3.6257
-8.2777	-2.9447
-10.861	-9.7719
-14.885	-3.7735
6.3087	1.5673
-8.898	3.2959
-0.75694	-13.717
8.5882	-10.491
1.4315	-13.833
7.3274	9.5699
-14.418	-4.2231
11.491	-6.8004
-3.843	10.298
-4.9563	9.6077
3.7076	4.5109
-9.131	3.5001
-13.161	-7.1396
-9.2695	1.4369
